gene	CD16neg_CD16pos_logFC	CD16neg_CD16pos_AUC	CD16neg_CD16pos_pval	CD16neg_CD16pos_fdr	color	ens
ADAMTSL4-AS1	-0.00132246470912395	0.49783755013178	0.397658003159022	0.442352675924496	nonsig	ENSG00000203804
TMEM150B	0.00764475125451271	0.502398198579139	0.400569438094236	0.445504106854611	nonsig	ENSG00000180061
CLSTN1	-0.00358014746427664	0.496685022296469	0.401133972509669	0.446044646276655	nonsig	ENSG00000171603
AC025171.1	-0.00528180397465759	0.497026057962339	0.401780652123757	0.446676298378681	nonsig	ENSG00000177738
AP001324.1	-0.00278360914241928	0.496645351744787	0.404343086562771	0.4494371110865	nonsig	ENSG00000227615
KAT7	-0.00197712711083754	0.497009403270087	0.404779733527677	0.449834441739189	nonsig	ENSG00000136504
PLSCR2	0.0192545374828449	0.50347527911645	0.405039654241868	0.450035258311765	nonsig	ENSG00000163746
HCCS	0.00667406344816688	0.497123056123691	0.405793999035315	0.450785238271339	nonsig	ENSG00000004961
STARD3	-0.00348809747912366	0.497029951767703	0.406161312511802	0.451105066740869	nonsig	ENSG00000131748
PATL2	-0.00249614220058901	0.496706727369936	0.406440557334856	0.451326975414253	nonsig	ENSG00000229474
RPL22L1	0.00893202464550061	0.502978028605668	0.407192770402469	0.452073896551969	nonsig	ENSG00000163584
ACPP	-0.0027893064820961	0.498010034143661	0.408000071406334	0.452881673634111	nonsig	ENSG00000014257
ARHGAP45	0.0206437476810979	0.503798272199047	0.408857405982399	0.45373972824492	nonsig	ENSG00000180448
GNE	-0.00578312068269474	0.496990782398889	0.408932830243618	0.45373972824492	nonsig	ENSG00000159921
GSN	-0.00657712984840478	0.495587046288787	0.410632143824258	0.455536264219021	nonsig	ENSG00000148180
CDKN2B	0.00522777889929611	0.496642884382972	0.411381339720649	0.456278287964273	nonsig	ENSG00000147883
ERAP1	-0.00190549408732511	0.496596235823657	0.415206699752182	0.460431243664288	nonsig	ENSG00000164307
BEST1	-0.00249662933452659	0.495873607232084	0.41543330935677	0.460592628894576	nonsig	ENSG00000167995
ITGB1	-0.0640384020347688	0.49066465946783	0.41750320108867	0.462797206904338	nonsig	ENSG00000150093
LARP1B	0.00440364995106901	0.502767454695767	0.422955990281658	0.468750093794401	nonsig	ENSG00000138709
PLPPR2	0.013324960329096	0.502886042273002	0.424250371112326	0.470092911700629	nonsig	ENSG00000105520
AL033543.1	0.0114964110593352	0.503147158547581	0.425999650115208	0.471939159965776	nonsig	ENSG00000279175
FAM111A	0.0234789659496014	0.503564219799376	0.426751806597671	0.472680252150783	nonsig	ENSG00000166801
TLR2	-0.000302294711403426	0.494650451164818	0.428105159438776	0.47408682471183	nonsig	ENSG00000137462
AL078604.1	0.015651611497181	0.502756968408054	0.429247213043829	0.47525890027324	nonsig	ENSG00000216480
C11orf54	-0.00155729741522188	0.496895056470972	0.429553253422978	0.475505072621967	nonsig	ENSG00000182919
ZNF185	-0.000598334385116782	0.498133170919242	0.431491859020517	0.477558007226877	nonsig	ENSG00000147394
AC008079.2	-0.00509626404885441	0.496578887185895	0.432044917336239	0.478076972221888	nonsig	ENSG00000280007
CCDC14	-0.00337695831759312	0.496436512698663	0.432317581923419	0.478285527343124	nonsig	ENSG00000175455
SEC63	0.0139593937576072	0.504172578696891	0.433284118349463	0.479261502403291	nonsig	ENSG00000025796
TMEM185B	0.00929245263995939	0.502698252907362	0.433699061885826	0.479627091799372	nonsig	ENSG00000226479
HDAC7	0.0102603042362788	0.502563974451085	0.435071890776933	0.481051656579166	nonsig	ENSG00000061273
CLK4	0.00495484650674779	0.497378697939244	0.43644036471271	0.48247085268202	nonsig	ENSG00000113240
TATDN1	0.00911854276596396	0.502482011775793	0.437618969752534	0.483679643417148	nonsig	ENSG00000147687
AP000936.3	0.00970463941810909	0.50364895825671	0.437832637456017	0.483821671540096	nonsig	ENSG00000234268
LAT2	0.0263163534886653	0.503664649135753	0.438488670928333	0.484452380308024	nonsig	ENSG00000086730
P2RY13	-0.00486258410556662	0.496910169062089	0.439970351389687	0.485994860245928	nonsig	ENSG00000181631
HMGB1	-0.00845791380049476	0.5007358521088	0.440257998258619	0.486218057563611	nonsig	ENSG00000189403
LSG1	0.000896729254423268	0.497474115446934	0.443580830271106	0.489792555251731	nonsig	ENSG00000041802
TAF2	0.00155837558101238	0.497633144626418	0.44446236477339	0.490670558545983	nonsig	ENSG00000064313
DMTF1	0.00536055615682844	0.497205828402079	0.444746968700455	0.490889358691915	nonsig	ENSG00000135164
MIOS	0.00250176429727146	0.497499714325765	0.446161973736316	0.492355511421137	nonsig	ENSG00000164654
UBE2G2	0.00260546501276149	0.496267999597203	0.446347145601195	0.492464193855193	nonsig	ENSG00000184787
PRDM4	0.0122461782658489	0.50360242535498	0.446497012511872	0.492533888947562	nonsig	ENSG00000110851
ZHX2	0.00612980746020722	0.502634332815342	0.447320496793352	0.493346484621051	nonsig	ENSG00000178764
AC116407.2	-0.00529215199998987	0.496921117980144	0.447872886148485	0.493859834279803	nonsig	ENSG00000277511
PITPNC1	-0.00272123355980584	0.498497530864769	0.448040229851615	0.493948485501073	nonsig	ENSG00000154217
TRIB2	0.0104064840810406	0.502764139178328	0.448946694988131	0.494851799423278	nonsig	ENSG00000071575
FOXJ3	0.00148370181953269	0.497260842860049	0.450000290023237	0.495916905455288	nonsig	ENSG00000198815
SLC9A8	0.00303433200761002	0.497557620223361	0.45047954127733	0.496348773079231	nonsig	ENSG00000197818
POLG2	0.0105262374362239	0.498194970622202	0.451964810489888	0.497888712118102	nonsig	ENSG00000256525
CIR1	0.0278147807906242	0.498935294824292	0.452094082399576	0.497934564193871	nonsig	ENSG00000138433
GPALPP1	-9.03806744741811e-05	0.497214078643148	0.452869782556557	0.498692233902656	nonsig	ENSG00000133114
C8orf31	0.00255659286570225	0.499453710673144	0.453262461731287	0.499027915716171	nonsig	ENSG00000177335
GRAMD1A	0.0148252240643064	0.503088173179191	0.454001005316752	0.499744179655971	nonsig	ENSG00000089351
CENPU	0.00638487130024405	0.499476919295217	0.455251082190773	0.501023130167722	nonsig	ENSG00000151725
KIF13B	0.0143125185915511	0.502535021502287	0.456925147984426	0.502728438356896	nonsig	ENSG00000197892
SOCS4	-0.00210895941837548	0.497396817627573	0.456977584170922	0.502728438356896	nonsig	ENSG00000180008
ANO10	-0.00046618147857327	0.496616591558631	0.457140017472304	0.50280976558764	nonsig	ENSG00000160746
RSRP1	-0.0198022176760237	0.499367622877317	0.458535226532416	0.504246732855334	nonsig	ENSG00000117616
ATXN7	0.00112102485259548	0.496797634231808	0.458816576798635	0.504458481283733	nonsig	ENSG00000163635
CD72	-0.00573393117127372	0.498272769624432	0.460554198077725	0.506270975092793	nonsig	ENSG00000137101
AC005899.5	0.00947618150518981	0.503325618201358	0.460886021866874	0.506537723007489	nonsig	ENSG00000266385
P2RY6	0.0124513243444916	0.503158839963674	0.461072368032848	0.506644511178842	nonsig	ENSG00000171631
IBA57	0.00905920979300956	0.502752689077406	0.461246577884063	0.506737924764913	nonsig	ENSG00000181873
MAPK3	0.00122323483625174	0.498036519730644	0.463490057184131	0.509016906591241	nonsig	ENSG00000102882
NLRC5	0.00806384365174731	0.497819777416206	0.46350016859646	0.509016906591241	nonsig	ENSG00000140853
SEPT10	-0.00136975116871268	0.498218256349332	0.463704164279863	0.50914251203593	nonsig	ENSG00000186522
C9orf16	0.000221206627933169	0.496656724740653	0.46390157909218	0.509260844603416	nonsig	ENSG00000171159
ENPP2	-0.008843388990585	0.497914732293556	0.467290386803798	0.512881894789872	nonsig	ENSG00000136960
SLC8A2	0.014409636352643	0.50269031108652	0.46749692440099	0.512995618570918	nonsig	ENSG00000118160
ZNF518B	0.0066331997556342	0.502989170286364	0.467612878909955	0.512995618570918	nonsig	ENSG00000178163
GLO1	0.0086200690365733	0.502909482210244	0.467664902055762	0.512995618570918	nonsig	ENSG00000124767
YLPM1	0.0118203406203807	0.502525344817669	0.469633338630447	0.515055404779839	nonsig	ENSG00000119596
RIF1	0.0192404352959166	0.503519730181649	0.46980712154081	0.515146546510971	nonsig	ENSG00000080345
TFAM	0.00168074140335118	0.497240795545302	0.470552296383492	0.515864067108186	nonsig	ENSG00000108064
PCIF1	0.0117866837547599	0.503702816138829	0.471727824124496	0.517053013476994	nonsig	ENSG00000100982
RPL28	-0.00593334769404993	0.498182556708071	0.473651953164526	0.519061872285431	nonsig	ENSG00000108107
ASAP1-IT2	0.0125566469070181	0.503944039308775	0.473757170161343	0.519077046034058	nonsig	ENSG00000280543
ERV3-1	0.0107553853084936	0.502464971558258	0.47479675463621	0.520115766118069	nonsig	ENSG00000213462
C3orf62	0.0147708985970323	0.49884157362785	0.478907923654208	0.524518202097466	nonsig	ENSG00000188315
IRF4	0.00874372004385979	0.50219394728389	0.481024143243533	0.526734417456923	nonsig	ENSG00000137265
PAPD4	0.00873792758375869	0.50271074392655	0.482178137478821	0.527896318947231	nonsig	ENSG00000164329
RGS1	0.0315537704722807	0.503310081532429	0.483025854251959	0.528722519846893	nonsig	ENSG00000090104
MAN2B1	-0.002674966145906	0.497129031765587	0.484729206725688	0.530484805125917	nonsig	ENSG00000104774
CCDC71L	-0.00800275141938137	0.497638888953143	0.488758409111351	0.534791317827732	nonsig	ENSG00000253276
KSR1	-0.00123998801288016	0.498396793108165	0.490417450182862	0.536503280278998	nonsig	ENSG00000141068
AC124319.4	0.0126987571142639	0.500108371157219	0.491132144257417	0.537181692631188	nonsig	ENSG00000280248
FBXL12	0.00736217608482976	0.503291190793533	0.491751377975997	0.537755452989728	nonsig	ENSG00000127452
SLC24A4	0.0122559688414024	0.502905241432125	0.492593768373693	0.538572978855071	nonsig	ENSG00000140090
TMUB2	0.0159241067886432	0.502814912858178	0.495670515928673	0.541832634402692	nonsig	ENSG00000168591
AC131009.4	-0.00243022870056258	0.497123672964145	0.496357030598124	0.542478701582905	nonsig	ENSG00000279283
DCUN1D3	0.0129920297780139	0.50405460796011	0.496483235296552	0.542512263842991	nonsig	ENSG00000188215
AC110792.1	0.0126319533297752	0.50315752917771	0.496707693077636	0.542653154687317	nonsig	ENSG00000229585
ARID4B	-0.000272094990357714	0.498692028370343	0.497825378437429	0.543769654855419	nonsig	ENSG00000054267
PTAR1	0.0159827901064699	0.503602772327735	0.498449067056579	0.544346241820151	nonsig	ENSG00000188647
ANKRD1	0.0146287994907958	0.502679130853295	0.499098100013909	0.544950279872962	nonsig	ENSG00000148677
OTOF	0.00931341646394938	0.5021243599702	0.499342563638035	0.545094281346174	nonsig	ENSG00000115155
BRCA2	0.0213635851000159	0.503532953698876	0.499421886007188	0.545094281346174	nonsig	ENSG00000139618
PRPF39	-0.00416401916655943	0.498145816148544	0.500166070629122	0.545801661014991	nonsig	ENSG00000185246
PMAIP1	0.00539689203367712	0.498645379811028	0.501077292736113	0.5466910121056	nonsig	ENSG00000141682
NFX1	0.0103077461481924	0.501775343930961	0.502541246586773	0.54818295350604	nonsig	ENSG00000086102
CD244	-0.00016874358323641	0.497213500355223	0.503299698160988	0.548904892542249	nonsig	ENSG00000122223
PI4KA	0.0123246936559952	0.502859132608207	0.503463129589508	0.548977742648368	nonsig	ENSG00000241973
ABHD17A	0.0094604328036836	0.502960140232509	0.503627031456168	0.549051077663114	nonsig	ENSG00000129968
MIEF1	0.00642695655765068	0.503410009685937	0.50427717345056	0.549654378812861	nonsig	ENSG00000100335
BAG1	0.00866707327954944	0.502926560980308	0.505056322268879	0.550398036986285	nonsig	ENSG00000107262
GATC	-0.00140077303238203	0.498100516927721	0.506109380561246	0.551439852506414	nonsig	ENSG00000257218
SPATS2L	0.000856711820335954	0.50204494176178	0.50673624001458	0.552016985526909	nonsig	ENSG00000196141
AC020915.1	-0.00161443145785142	0.498425129216509	0.507014860378802	0.552214613077449	nonsig	ENSG00000142396
HPS5	0.01584319811954	0.503549916811354	0.507728797843207	0.552886199069821	nonsig	ENSG00000110756
RN7SL834P	0.0105628565523602	0.50245787789304	0.508852076567567	0.554003190299032	nonsig	ENSG00000243650
AHCY	-0.00431728146896114	0.498128004880442	0.509214662802195	0.554208798843441	nonsig	ENSG00000101444
KLHL15	-0.00134045452396461	0.497838398287404	0.50923603766287	0.554208798843441	nonsig	ENSG00000174010
AC074141.1	0.00976245788503639	0.502237126115652	0.510328101791127	0.555216075905589	nonsig	ENSG00000283236
NPHP3	-0.00193466429597792	0.497874714769119	0.510357040728566	0.555216075905589	nonsig	ENSG00000113971
AC104837.2	0.016674106912087	0.5036872794699	0.511385294020865	0.556228193630582	nonsig	ENSG00000238015
CDK13	0.0122612306282194	0.502807240905034	0.515379359391053	0.560465187729819	nonsig	ENSG00000065883
SLC30A7	0.0150941938908796	0.501905343056589	0.517659131980044	0.562836656225575	nonsig	ENSG00000162695
INO80	0.0169065579317803	0.503236523308319	0.518441489062517	0.563579429652538	nonsig	ENSG00000128908
ZNF124	0.0145596520209892	0.502882996623261	0.520372763483844	0.56554792541936	nonsig	ENSG00000196418
NAA15	0.00775361813169996	0.501573174472243	0.520451426525684	0.56554792541936	nonsig	ENSG00000164134
DDX54	-0.0043616434454955	0.49747985977366	0.521021775042114	0.566059419394578	nonsig	ENSG00000123064
MICB	-0.000570593515880421	0.497555152861546	0.521223074969377	0.566169844914155	nonsig	ENSG00000204516
SVIL	-0.0107290858811319	0.495099665225265	0.521845951206764	0.566738070886183	nonsig	ENSG00000197321
RN7SL827P	0.0189610766694531	0.504950722929301	0.522058227456039	0.566860242770978	nonsig	ENSG00000271986
FRMD3	-0.0143483852284115	0.497338025021825	0.524989903044802	0.569934576571282	nonsig	ENSG00000172159
IDH1	0.00897835526876538	0.502384088353759	0.526343067412706	0.571294414591437	nonsig	ENSG00000138413
SENP2	-0.000231006428316349	0.497614138229936	0.526777846855818	0.571657105632838	nonsig	ENSG00000163904
LACTB2	0.0071951617721449	0.501918874994044	0.528547256819293	0.573467716957679	nonsig	ENSG00000147592
AC007382.1	-0.00169749132228047	0.498905339509757	0.530186249093901	0.575136162135279	nonsig	ENSG00000279519
RPS6KC1	-0.00423393761734898	0.49676937522852	0.530684915987858	0.575567202697026	nonsig	ENSG00000136643
SH3KBP1	-0.0142688309553146	0.494430354780413	0.532409671776512	0.577327609345746	nonsig	ENSG00000147010
MOB3B	0.00134019501014564	0.49973630070602	0.532521708620805	0.57733889822038	nonsig	ENSG00000120162
IGFBP4	0.00903887615972424	0.502593659897922	0.533153713765488	0.577913804217084	nonsig	ENSG00000141753
SNHG17	-0.00388858111912777	0.498030852508975	0.533663287461572	0.578355806194046	nonsig	ENSG00000196756
RPS6KB1	0.00944223214744912	0.499041198619696	0.534808546968889	0.579486430541724	nonsig	ENSG00000108443
CCNJ	0.00905489297968343	0.501772722359032	0.535625313296727	0.580260756071455	nonsig	ENSG00000107443
SMU1	0.0277129313457417	0.503972028444364	0.537864053890572	0.582574964757358	nonsig	ENSG00000122692
TTC32	0.00703750009283129	0.502575270341895	0.539786744687766	0.584546034420739	nonsig	ENSG00000183891
AC098869.1	0.00789805708238842	0.503254334576421	0.540251987299477	0.584938353315862	nonsig	ENSG00000242197
IL27	0.0211852008310869	0.504667940133783	0.541468349755753	0.586143615655951	nonsig	ENSG00000197272
MAGT1	0.0219724113673096	0.503899896663803	0.54242822049351	0.586973515193261	nonsig	ENSG00000102158
ZFAND1	0.00791108867837041	0.503227039386342	0.542441639634681	0.586973515193261	nonsig	ENSG00000104231
UNK	-0.00504045416328816	0.497008824982162	0.54369486126168	0.58813834808619	nonsig	ENSG00000132478
MKLN1	0.0118311001239449	0.498916095665169	0.543766408920528	0.58813834808619	nonsig	ENSG00000128585
PPT1	0.029373152944084	0.503426895693359	0.543828682009638	0.58813834808619	nonsig	ENSG00000131238
RAB3D	0.00452432529313226	0.499940860421496	0.544085453912949	0.588273533425668	nonsig	ENSG00000105514
ACAT2	0.014583841416904	0.502988167920626	0.544160784747736	0.588273533425668	nonsig	ENSG00000120437
AL591468.1	-0.00791560477198074	0.497660940999365	0.544560075014393	0.588593186102886	nonsig	ENSG00000226004
AC078814.1	-0.00216337061245927	0.49748101634951	0.545807494581239	0.589829251800651	nonsig	ENSG00000139239
HSDL2	0.00348213791925354	0.498582924715085	0.546100160464099	0.590033284822469	nonsig	ENSG00000119471
DGKZ	0.0101463559526168	0.502681097032242	0.549048775090383	0.593101353693181	nonsig	ENSG00000149091
ERCC1	0.016540258217091	0.502831953075713	0.549148586591469	0.593101353693181	nonsig	ENSG00000012061
NFIL3	0.000792674409757185	0.498880627339078	0.549761879518269	0.59365087199074	nonsig	ENSG00000165030
AC010894.5	-0.00297859110733539	0.498256307694822	0.550094208729174	0.593896845266142	nonsig	ENSG00000279884
IL15RA	0.0173535859182129	0.503171600850561	0.550685339063553	0.594422080794232	nonsig	ENSG00000134470
AC245297.3	0.0105298725652195	0.502677164674349	0.551668655313996	0.595370370600078	nonsig	ENSG00000274265
GBA2	-0.00294752042796805	0.497019851005273	0.552406154315746	0.596053060335756	nonsig	ENSG00000070610
AL592148.3	-0.00203533947142624	0.498233947228374	0.552675471297839	0.596205995727187	nonsig	ENSG00000272750
OGT	0.0167274275883799	0.502663170106555	0.55275778551225	0.596205995727187	nonsig	ENSG00000147162
DEK	0.0149964223650251	0.504427526566933	0.553019356120239	0.59637489789656	nonsig	ENSG00000124795
MRAS	0.0163699772813664	0.504292631270203	0.553165841655897	0.596419652011226	nonsig	ENSG00000158186
SLC25A36	0.00536007857072666	0.498381294991764	0.553750513256423	0.596825503941039	nonsig	ENSG00000114120
BCL2L14	-0.00672287801075306	0.498588090753885	0.553752373045804	0.596825503941039	nonsig	ENSG00000121380
CDK6	0.0106520519386103	0.503276810700455	0.554206665771699	0.597201833886385	nonsig	ENSG00000105810
CREBZF	0.00372968965969528	0.502185041649838	0.555320922912539	0.598289050458209	nonsig	ENSG00000137504
PFKFB4	0.00790702448842835	0.502365891560373	0.556254269197618	0.599180982804639	nonsig	ENSG00000114268
AC011891.2	0.0101308156274273	0.501853682668588	0.556915731295302	0.599779766727698	nonsig	ENSG00000271253
RUNX2	-0.0119249615877701	0.49607982470628	0.559249917379762	0.602179450461415	nonsig	ENSG00000124813
PLSCR1	0.0554117483761947	0.505647945404685	0.56100148311946	0.603950999735011	nonsig	ENSG00000188313
AC007613.1	0.00764907903702233	0.503287528303339	0.561777794376205	0.604672157986211	nonsig	ENSG00000262420
LYAR	-0.000548698527078877	0.497890328543105	0.563336058856128	0.606234542595504	nonsig	ENSG00000145220
PAXX	0.00310575784203976	0.498725453412431	0.564689096652598	0.607575522364282	nonsig	ENSG00000148362
RCOR3	0.00263562740899178	0.497848229182136	0.569084787955332	0.612189108194327	nonsig	ENSG00000117625
AC007342.3	0.00911585946031739	0.502276642457221	0.570856526480253	0.613931874769138	nonsig	ENSG00000260078
PNN	-0.00193267358852728	0.501510295298488	0.570920981236641	0.613931874769138	nonsig	ENSG00000100941
CYSTM1	-0.0109319332406929	0.497784309090116	0.572302884051085	0.61530141640693	nonsig	ENSG00000120306
RUFY3	0.0066883687760535	0.502462157223687	0.572830762836683	0.615752424536461	nonsig	ENSG00000018189
DDX49	-0.000576742938692435	0.497778641868447	0.572945159653142	0.615758882328698	nonsig	ENSG00000105671
AP002807.1	0.00872550745305544	0.502253703702847	0.573728894385594	0.616484556270959	nonsig	ENSG00000255031
LINC02068	-0.00819661175165277	0.497977341599612	0.574275244578665	0.616954928980975	nonsig	ENSG00000223387
NSUN4	0.00709497152058533	0.50207547536424	0.576622803227613	0.619359830806593	nonsig	ENSG00000117481
TRRAP	-0.000740445240982616	0.497573002682177	0.57736467745134	0.620039457958613	nonsig	ENSG00000196367
FOXK1	-0.00349753222475537	0.497474770839916	0.577592276448928	0.620166645720348	nonsig	ENSG00000164916
MOB3C	0.00581332452181457	0.502323830751933	0.57851184905176	0.621036624048195	nonsig	ENSG00000142961
IFI44	0.0387389737622675	0.500914311762577	0.579833367590487	0.622337683975356	nonsig	ENSG00000137965
TSPAN4	0.0032849533196576	0.499305052123789	0.580986648030254	0.623457715802771	nonsig	ENSG00000214063
CUL2	-0.00186193442816021	0.497147421321615	0.583085497096106	0.625591824174311	nonsig	ENSG00000108094
RNASEK	0.0136618095365613	0.501288078525023	0.585196946859577	0.62773864333634	nonsig	ENSG00000219200
SBNO2	0.00769804349386396	0.498434111955617	0.585749777506782	0.6282130424799	nonsig	ENSG00000064932
MAD2L1BP	0.00065487605698487	0.498290657997591	0.58594657481487	0.628305491038747	nonsig	ENSG00000124688
PTBP2	0.015765874545856	0.502413619590483	0.586563287027109	0.628757715195227	nonsig	ENSG00000117569
AC009542.1	0.00785520671308287	0.502350277786388	0.586598215792372	0.628757715195227	nonsig	ENSG00000231794
ZNF592	0.00668625740530008	0.501783439961916	0.586700342941365	0.628757715195227	nonsig	ENSG00000166716
HESX1	-0.0113777899948045	0.49712637164113	0.586880278711058	0.628831924435594	nonsig	ENSG00000163666
RPP14	0.00624832412324473	0.502494001612113	0.588316076207472	0.630251485750452	nonsig	ENSG00000163684
DEFB1	-0.0035643135023712	0.498155647043276	0.588667073513184	0.630508605699171	nonsig	ENSG00000164825
TTC38	-0.00357813996628943	0.497439919354279	0.589838039795725	0.631643714246846	nonsig	ENSG00000075234
ORAI1	-0.000912042177305075	0.497970864774848	0.590751664115281	0.632306381200637	nonsig	ENSG00000276045
VPS51	0.00099100959706022	0.498118790826164	0.590777807595497	0.632306381200637	nonsig	ENSG00000149823
CARS	-0.00146309231398793	0.498430372360366	0.590790753637209	0.632306381200637	nonsig	ENSG00000110619
GBP1P1	-0.00670016813840917	0.497787046319629	0.591847776150166	0.633318368112468	nonsig	ENSG00000225492
PSD3	0.00439666939936408	0.502569140489885	0.593380809193712	0.634839242378433	nonsig	ENSG00000156011
RBMS1	0.00381542252737398	0.497071896918558	0.594857856055129	0.636299657361925	nonsig	ENSG00000153250
CNNM2	-4.33261511398682e-05	0.498660762269843	0.595129336413882	0.636470210874861	nonsig	ENSG00000148842
RPL7P4	0.0109036313263133	0.502582788084925	0.595355601289736	0.63659235289422	nonsig	ENSG00000230449
ZCCHC3	0.00988187941754323	0.502390950703807	0.596628418352902	0.637833279010696	nonsig	ENSG00000247315
N4BP2L2-IT2	0.0102612153515443	0.50266444233999	0.600038058906225	0.641357706988949	nonsig	ENSG00000281026
PTGES3	-0.00325826007012158	0.502281037445454	0.600249075833935	0.641462565803722	nonsig	ENSG00000110958
PPP1R3B	0.0111717672101178	0.503551150492262	0.601945845593628	0.643154852137935	nonsig	ENSG00000173281
MFSD11	0.00193482393719869	0.49777316740942	0.603428925798696	0.64461822629981	nonsig	ENSG00000092931
IFIT1B	0.0152968365241024	0.502326105351106	0.605386425702467	0.646587757927376	nonsig	ENSG00000204010
NHLRC2	-0.000273224742035702	0.498769133427062	0.605580238394023	0.646673183142189	nonsig	ENSG00000196865
PEBP1	-0.00290641233185896	0.497479744116075	0.607003084988714	0.648070762229071	nonsig	ENSG00000089220
AC108134.2	0.00521694985447958	0.5017370612703	0.607590254516191	0.64857576773891	nonsig	ENSG00000261889
AC012368.1	-0.00240519432274114	0.499790004378025	0.609076929131065	0.650040585082394	nonsig	ENSG00000225889
GSE1	0.00910127260721487	0.502176482988543	0.609276162335559	0.650131081560539	nonsig	ENSG00000131149
MEFV	0.0121560268805969	0.502333044806211	0.609429298039401	0.650172364725228	nonsig	ENSG00000103313
SIRPB1	0.0183114585743792	0.502221165368911	0.611444597388298	0.652098887644169	nonsig	ENSG00000101307
SETD1B	0.00820403965972485	0.501753600304966	0.611464667220646	0.652098887644169	nonsig	ENSG00000139718
TAB3	0.00700876247374004	0.502391875964488	0.611811985655435	0.652346826296645	nonsig	ENSG00000157625
APMAP	0.00869011845627999	0.502210255003386	0.612299194557909	0.6527438026428	nonsig	ENSG00000101474
ZBTB25	0.001681477186746	0.498422122119297	0.61490849164715	0.655402465487328	nonsig	ENSG00000089775
NUP160	0.0094029685932249	0.502107165542552	0.615505541304415	0.655915771928415	nonsig	ENSG00000030066
GORASP1	0.00383506947734413	0.498779041426851	0.617502953329845	0.657920907326866	nonsig	ENSG00000114745
ETV7	0.00705840083520804	0.501597770985336	0.618048185771852	0.658378350528762	nonsig	ENSG00000010030
KIAA0513	0.00790686011031868	0.501894664006234	0.6192599272843	0.659545490607819	nonsig	ENSG00000135709
HLA-H	-0.00144894542123547	0.497966778206842	0.620370688190542	0.660604663469628	nonsig	ENSG00000206341
PIP5K1A	0.0103206516225105	0.503025949398419	0.622378266357773	0.662618240475732	nonsig	ENSG00000143398
ZNF830	-0.00322636470560644	0.497451562217844	0.623370682197761	0.663550467597055	nonsig	ENSG00000198783
AMDHD2	0.00663803996203156	0.502669338511092	0.623596969489996	0.663666988323842	nonsig	ENSG00000162066
RRP1B	-0.00866229844613042	0.499023310246537	0.623807582591569	0.663766787170389	nonsig	ENSG00000160208
AL121985.1	-0.00502602196361553	0.497890829725973	0.625318277978292	0.665249651160052	nonsig	ENSG00000228863
TBC1D12	0.0150103640350448	0.502469867729359	0.626256571893852	0.666123120188911	nonsig	ENSG00000108239
NPEPL1	-0.000288438448552865	0.498567349493628	0.627363949270211	0.667176075590428	nonsig	ENSG00000215440
INSR	0.000691214120761751	0.498271073313184	0.627507572199879	0.667203914966781	nonsig	ENSG00000171105
GABPA	0.00194703719758947	0.49895885041912	0.627641789330578	0.667221744982599	nonsig	ENSG00000154727
KPNA6	-0.000180160131217274	0.498539938645964	0.632658758100039	0.672429261883316	nonsig	ENSG00000025800
GNAI3	-0.000494296869546729	0.500485145016878	0.633406307807835	0.673084825294676	nonsig	ENSG00000065135
PTEN	0.0109153587676936	0.499293409260225	0.633537445858356	0.673084825294676	nonsig	ENSG00000171862
CA12	0.00217449596333783	0.500952093240369	0.633630988501308	0.673084825294676	nonsig	ENSG00000074410
SLC4A7	0.0196060470926459	0.50160027689968	0.633974572378615	0.67332390085678	nonsig	ENSG00000033867
CKAP2P1	0.00963085487212662	0.50166608606559	0.635103774040026	0.674397110340446	nonsig	ENSG00000258722
PEF1	-0.00302460656239064	0.498062812554986	0.636199928466844	0.675434833418079	nonsig	ENSG00000162517
ZNF26	-0.000830812570329874	0.499099220174877	0.637087323204894	0.676158624111829	nonsig	ENSG00000198393
RNF138	0.0255956858055158	0.503271914529353	0.637119717456543	0.676158624111829	nonsig	ENSG00000134758
AC130304.1	-0.00126194448482428	0.498766858827889	0.63762103089022	0.676564265313287	nonsig	ENSG00000280064
TRAF6	-0.000579751469136457	0.498906149112852	0.640511795734654	0.679415110568761	nonsig	ENSG00000175104
FBXW2	0.011158273058765	0.498985066138404	0.640546969231875	0.679415110568761	nonsig	ENSG00000119402
ZNF511	0.0076126590217939	0.502231690209154	0.642550478838467	0.681412968131666	nonsig	ENSG00000198546
SAMD8	0.0163569579470178	0.502399278049933	0.642788017338578	0.681537649589486	nonsig	ENSG00000156671
IL1A	0.0122408428611886	0.50199651978616	0.643219800777672	0.681868200824399	nonsig	ENSG00000115008
UBE2V1	6.02416090022705e-06	0.498180821844294	0.643357027052387	0.681886431097875	nonsig	ENSG00000244687
LINC01888	-0.00126080276509294	0.497464747182543	0.643725013018139	0.682149188389488	nonsig	ENSG00000237576
DHX38	0.00171961139759911	0.497903205087577	0.645393248545921	0.683789452627634	nonsig	ENSG00000140829
PIGA	0.0102111512900413	0.502498859230686	0.646976594993071	0.685339182576102	nonsig	ENSG00000165195
CTNND1	-0.00263696204143736	0.498166210436046	0.647426147576405	0.685687536238172	nonsig	ENSG00000198561
CCDC159	0.00732196990786555	0.499659157096773	0.649385370099977	0.687634349960478	nonsig	ENSG00000183401
SLC16A12	-0.00458223493513547	0.498891730467246	0.652151245590115	0.69043444394287	nonsig	ENSG00000152779
